step,seller,customer,product,timestamp,cost,status
0,2,375,p2,1,294.4,FAILED_PRICE
0,2,375,p1,1,229.99999999999997,FAILED_PRICE
0,2,375,p3,1,433.54999999999995,FAILED_PRICE
0,2,375,p4,1,466.9,SUCCESS
0,4,441,p2,1,261.04999999999995,FAILED_PRICE
0,4,441,p1,1,166.75,FAILED_PRICE
0,4,441,p3,1,353.04999999999995,SUCCESS
0,0,102,p2,1,323.15,FAILED_PRICE
0,0,102,p1,1,159.85,FAILED_PRICE
0,0,102,p3,1,388.7,FAILED_PRICE
0,0,102,p4,1,562.3499999999999,FAILED_PRICE
0,4,26,p2,1,261.04999999999995,FAILED_PRICE
0,4,26,p1,1,166.75,FAILED_PRICE
0,4,26,p3,1,353.04999999999995,SUCCESS
0,0,30,p2,1,323.15,FAILED_PRICE
0,0,30,p1,1,159.85,FAILED_PRICE
0,0,30,p3,1,388.7,FAILED_PRICE
0,0,30,p4,1,562.3499999999999,FAILED_PRICE
0,2,25,p2,1,294.4,FAILED_PRICE
0,2,25,p1,1,229.99999999999997,FAILED_PRICE
0,2,25,p3,1,433.54999999999995,FAILED_PRICE
0,2,25,p4,1,466.9,SUCCESS
0,4,291,p2,1,261.04999999999995,FAILED_PRICE
0,4,291,p1,1,166.75,FAILED_PRICE
0,4,291,p3,1,353.04999999999995,SUCCESS
0,2,305,p2,1,294.4,FAILED_PRICE
0,2,305,p1,1,229.99999999999997,FAILED_PRICE
0,2,305,p3,1,433.54999999999995,FAILED_PRICE
0,2,305,p4,1,466.9,SUCCESS
0,0,500,p2,1,323.15,FAILED_PRICE
0,0,500,p1,1,159.85,FAILED_PRICE
0,0,500,p3,1,388.7,FAILED_PRICE
0,0,500,p4,1,562.3499999999999,FAILED_PRICE
0,3,200,p2,1,257.59999999999997,SUCCESS
0,3,414,p2,1,257.59999999999997,SUCCESS
0,2,344,p2,1,294.4,FAILED_PRICE
0,2,344,p1,1,229.99999999999997,FAILED_PRICE
0,2,344,p3,1,433.54999999999995,FAILED_PRICE
0,2,344,p4,1,466.9,SUCCESS
0,1,247,p2,1,274.84999999999997,FAILED_PRICE
0,1,247,p1,1,171.35,FAILED_PRICE
0,1,247,p3,1,431.24999999999994,FAILED_PRICE
0,1,247,p4,1,519.8,FAILED_PRICE
0,3,48,p2,1,257.59999999999997,SUCCESS
0,3,393,p2,1,257.59999999999997,SUCCESS
0,1,486,p2,1,274.84999999999997,FAILED_PRICE
0,1,486,p1,1,171.35,FAILED_PRICE
0,1,486,p3,1,431.24999999999994,FAILED_PRICE
0,1,486,p4,1,519.8,FAILED_PRICE
0,1,417,p2,1,274.84999999999997,FAILED_PRICE
0,1,417,p1,1,171.35,FAILED_PRICE
0,1,417,p3,1,431.24999999999994,FAILED_PRICE
0,1,417,p4,1,519.8,FAILED_PRICE
