step,seller,customer,product,timestamp,cost,status
0,3,24,p1,1,140.29999999999998,FAILED_PRICE
0,3,24,p2,1,302.45,FAILED_PRICE
0,3,24,p3,1,411.7,FAILED_PRICE
0,3,24,p4,1,565.8,FAILED_PRICE
0,7,63,p1,1,158.7,FAILED_PRICE
0,7,63,p2,1,320.84999999999997,FAILED_PRICE
0,7,63,p3,1,401.34999999999997,FAILED_PRICE
0,7,63,p4,1,542.8,FAILED_PRICE
0,3,687,p2,1,302.45,FAILED_PRICE
0,3,687,p1,1,140.29999999999998,SUCCESS
0,13,806,p4,1,561.1999999999999,SUCCESS
0,12,341,p2,1,262.2,FAILED_PRICE
0,12,341,p1,1,133.39999999999998,SUCCESS
0,14,724,p2,1,307.04999999999995,FAILED_PRICE
0,14,724,p1,1,193.2,FAILED_PRICE
0,14,724,p3,1,454.24999999999994,FAILED_PRICE
0,14,724,p4,1,489.9,FAILED_PRICE
0,6,423,p2,1,318.54999999999995,FAILED_PRICE
0,6,423,p1,1,220.79999999999998,FAILED_PRICE
0,6,423,p3,1,418.59999999999997,FAILED_PRICE
0,6,423,p4,1,534.75,FAILED_PRICE
0,1,140,p1,1,192.04999999999998,FAILED_PRICE
0,1,140,p2,1,242.64999999999998,FAILED_PRICE
0,1,140,p3,1,420.9,FAILED_PRICE
0,1,140,p4,1,541.65,FAILED_PRICE
0,5,532,p2,1,320.84999999999997,FAILED_PRICE
0,5,532,p1,1,132.25,SUCCESS
0,2,763,p2,1,309.34999999999997,FAILED_PRICE
0,2,763,p1,1,187.45,FAILED_PRICE
0,2,763,p3,1,388.7,FAILED_PRICE
0,2,763,p4,1,548.55,FAILED_PRICE
0,11,156,p1,1,198.95,FAILED_PRICE
0,11,156,p2,1,336.95,FAILED_PRICE
0,11,156,p3,1,346.15,FAILED_PRICE
0,11,156,p4,1,473.79999999999995,FAILED_PRICE
0,7,673,p2,1,320.84999999999997,FAILED_PRICE
0,7,673,p1,1,158.7,FAILED_PRICE
0,7,673,p3,1,401.34999999999997,FAILED_PRICE
0,7,673,p4,1,542.8,FAILED_PRICE
0,1,494,p2,1,242.64999999999998,SUCCESS
0,12,528,p2,1,262.2,FAILED_PRICE
0,12,528,p1,1,133.39999999999998,SUCCESS
0,4,110,p1,1,218.49999999999997,FAILED_PRICE
0,4,110,p2,1,234.6,FAILED_PRICE
0,4,110,p3,1,407.09999999999997,FAILED_PRICE
0,4,110,p4,1,484.15,FAILED_PRICE
0,7,703,p2,1,320.84999999999997,FAILED_PRICE
0,7,703,p1,1,158.7,FAILED_PRICE
0,7,703,p3,1,401.34999999999997,FAILED_PRICE
0,7,703,p4,1,542.8,FAILED_PRICE
0,8,131,p1,1,218.49999999999997,FAILED_PRICE
0,8,131,p2,1,257.59999999999997,FAILED_PRICE
0,8,131,p3,1,424.34999999999997,FAILED_PRICE
0,8,131,p4,1,505.99999999999994,FAILED_PRICE
0,11,822,p4,1,473.79999999999995,SUCCESS
0,7,330,p2,1,320.84999999999997,FAILED_PRICE
0,7,330,p1,1,158.7,FAILED_PRICE
0,7,330,p3,1,401.34999999999997,FAILED_PRICE
0,7,330,p4,1,542.8,FAILED_PRICE
0,2,643,p2,1,309.34999999999997,FAILED_PRICE
0,2,643,p1,1,187.45,FAILED_PRICE
0,2,643,p3,1,388.7,FAILED_PRICE
0,2,643,p4,1,548.55,FAILED_PRICE
0,4,741,p2,1,234.6,SUCCESS
