step,seller,customer,product,timestamp,cost,status
0,3,129,p2,1,236.89999999999998,SUCCESS
0,0,594,p4,1,534.75,SUCCESS
0,3,158,p2,1,236.89999999999998,SUCCESS
0,0,837,p4,1,534.75,SUCCESS
0,1,725,p4,1,535.9,SUCCESS
0,0,351,p4,1,534.75,SUCCESS
0,2,554,p4,1,499.09999999999997,SUCCESS
0,2,482,p4,1,499.09999999999997,SUCCESS
0,0,806,p4,1,534.75,SUCCESS
0,2,313,p2,1,315.09999999999997,FAILED_PRICE
0,2,313,p3,1,356.5,SUCCESS
0,1,282,p2,1,313.95,FAILED_PRICE
0,1,282,p3,1,355.34999999999997,SUCCESS
0,2,673,p4,1,499.09999999999997,SUCCESS
1,1,698,p4,1,535.9,SUCCESS
1,0,488,p4,1,534.75,SUCCESS
1,0,147,p2,1,271.4,SUCCESS
1,2,838,p4,1,499.09999999999997,SUCCESS
1,2,302,p2,1,315.09999999999997,FAILED_PRICE
1,2,302,p3,1,356.5,SUCCESS
1,0,355,p4,1,534.75,SUCCESS
1,1,707,p4,1,535.9,SUCCESS
1,2,856,p4,1,499.09999999999997,SUCCESS
1,2,70,p2,1,315.09999999999997,FAILED_PRICE
1,2,70,p3,1,356.5,SUCCESS
1,0,247,p2,1,271.4,SUCCESS
1,3,273,p2,1,236.89999999999998,SUCCESS
1,3,723,p4,1,549.6999999999999,SUCCESS
2,2,564,p4,1,499.09999999999997,SUCCESS
2,3,778,p4,1,549.6999999999999,SUCCESS
2,0,207,p2,1,271.4,SUCCESS
2,2,411,p4,1,499.09999999999997,SUCCESS
2,0,45,p2,1,271.4,SUCCESS
2,2,51,p2,1,315.09999999999997,FAILED_PRICE
2,2,51,p3,1,356.5,SUCCESS
2,3,886,p4,1,549.6999999999999,SUCCESS
2,1,790,p4,1,535.9,SUCCESS
2,2,315,p2,1,315.09999999999997,FAILED_PRICE
2,2,315,p3,1,356.5,SUCCESS
2,1,408,p4,1,535.9,SUCCESS
2,0,113,p2,1,271.4,SUCCESS
3,0,243,p2,1,271.4,SUCCESS
3,0,67,p2,1,271.4,SUCCESS
3,2,772,p4,1,499.09999999999997,SUCCESS
3,0,457,p4,1,534.75,SUCCESS
3,3,346,p4,1,549.6999999999999,SUCCESS
3,2,545,p4,1,499.09999999999997,SUCCESS
3,2,641,p4,1,499.09999999999997,SUCCESS
3,2,610,p4,1,499.09999999999997,SUCCESS
3,3,777,p4,1,549.6999999999999,SUCCESS
3,1,804,p4,1,535.9,SUCCESS
3,1,873,p4,1,535.9,SUCCESS
3,0,131,p2,1,271.4,SUCCESS
4,3,562,p4,1,549.6999999999999,SUCCESS
4,1,622,p4,1,535.9,SUCCESS
4,1,271,p2,1,313.95,FAILED_PRICE
4,1,271,p3,1,355.34999999999997,SUCCESS
4,2,87,p2,1,315.09999999999997,FAILED_PRICE
4,2,87,p3,1,356.5,SUCCESS
4,2,371,p4,1,499.09999999999997,SUCCESS
4,0,215,p2,1,271.4,SUCCESS
4,0,75,p2,1,271.4,SUCCESS
4,2,229,p2,1,315.09999999999997,FAILED_PRICE
4,2,229,p3,1,356.5,SUCCESS
4,3,570,p4,1,549.6999999999999,SUCCESS
4,2,507,p4,1,499.09999999999997,SUCCESS
4,0,840,p4,1,534.75,SUCCESS
4,0,41,p2,1,271.4,SUCCESS
5,2,349,p4,1,499.09999999999997,SUCCESS
5,2,65,p2,1,315.09999999999997,FAILED_PRICE
5,2,65,p3,1,356.5,SUCCESS
5,0,272,p2,1,271.4,SUCCESS
5,0,12,p2,1,271.4,SUCCESS
5,0,238,p2,1,271.4,SUCCESS
5,2,895,p4,1,499.09999999999997,SUCCESS
5,3,682,p4,1,549.6999999999999,SUCCESS
5,2,153,p2,1,315.09999999999997,FAILED_PRICE
5,2,153,p3,1,356.5,SUCCESS
5,0,870,p4,1,534.75,SUCCESS
5,1,29,p2,1,313.95,FAILED_PRICE
5,1,29,p3,1,355.34999999999997,SUCCESS
5,3,501,p4,1,549.6999999999999,SUCCESS
5,1,595,p4,1,535.9,SUCCESS
6,0,437,p4,1,534.75,SUCCESS
6,0,876,p4,1,534.75,SUCCESS
6,0,430,p4,1,534.75,SUCCESS
6,0,145,p2,1,271.4,SUCCESS
6,2,73,p2,1,315.09999999999997,FAILED_PRICE
6,2,73,p3,1,356.5,SUCCESS
6,3,174,p2,1,236.89999999999998,SUCCESS
6,3,96,p2,1,236.89999999999998,SUCCESS
6,2,354,p4,1,499.09999999999997,SUCCESS
6,1,607,p4,1,535.9,SUCCESS
6,1,820,p4,1,535.9,SUCCESS
6,2,490,p4,1,499.09999999999997,SUCCESS
6,2,808,p4,1,499.09999999999997,SUCCESS
7,2,288,p2,1,315.09999999999997,FAILED_PRICE
7,2,288,p3,1,356.5,SUCCESS
7,0,74,p2,1,271.4,SUCCESS
7,0,248,p2,1,271.4,SUCCESS
7,0,99,p2,1,271.4,SUCCESS
7,2,773,p4,1,499.09999999999997,SUCCESS
7,2,448,p4,1,499.09999999999997,SUCCESS
7,2,484,p4,1,499.09999999999997,SUCCESS
7,1,58,p2,1,313.95,FAILED_PRICE
7,1,58,p3,1,355.34999999999997,SUCCESS
7,3,882,p4,1,549.6999999999999,SUCCESS
7,1,242,p2,1,313.95,FAILED_PRICE
7,1,242,p3,1,355.34999999999997,SUCCESS
7,3,250,p2,1,236.89999999999998,SUCCESS
7,0,874,p4,1,534.75,SUCCESS
8,2,546,p4,1,499.09999999999997,SUCCESS
8,2,524,p4,1,499.09999999999997,SUCCESS
8,1,542,p4,1,535.9,SUCCESS
8,0,848,p4,1,534.75,SUCCESS
8,1,530,p4,1,535.9,SUCCESS
8,2,133,p2,1,315.09999999999997,FAILED_PRICE
8,2,133,p3,1,356.5,FAILED_EMPTY
8,2,133,p1,1,169.04999999999998,SUCCESS
8,2,733,p4,1,499.09999999999997,SUCCESS
8,3,60,p2,1,236.89999999999998,SUCCESS
8,0,618,p4,1,534.75,SUCCESS
8,0,736,p4,1,534.75,SUCCESS
8,0,755,p4,1,534.75,SUCCESS
8,3,222,p2,1,236.89999999999998,SUCCESS
9,3,897,p4,1,549.6999999999999,SUCCESS
9,1,604,p4,1,535.9,SUCCESS
9,0,891,p4,1,534.75,SUCCESS
9,3,684,p4,1,549.6999999999999,SUCCESS
9,1,197,p2,1,313.95,FAILED_PRICE
9,1,197,p3,1,355.34999999999997,SUCCESS
9,2,380,p4,1,499.09999999999997,SUCCESS
