step,seller,customer,product,timestamp,cost,status
0,4,321,p4,1,509.45,SUCCESS
0,0,81,p2,1,259.9,SUCCESS
0,3,158,p4,1,538.1999999999999,SUCCESS
0,3,461,p1,1,186.29999999999998,FAILED_PRICE
0,3,461,p2,1,232.29999999999998,FAILED_PRICE
0,3,461,p3,1,394.45,FAILED_PRICE
0,3,461,p4,1,538.1999999999999,FAILED_PRICE
0,0,394,p1,1,196.64999999999998,FAILED_PRICE
0,0,394,p2,1,259.9,FAILED_PRICE
0,0,394,p3,1,380.65,FAILED_PRICE
0,0,394,p4,1,526.6999999999999,FAILED_PRICE
0,2,401,p1,1,182.85,FAILED_PRICE
0,2,401,p2,1,241.49999999999997,FAILED_PRICE
0,2,401,p3,1,446.2,FAILED_PRICE
0,2,401,p4,1,563.5,FAILED_PRICE
0,1,299,p4,1,539.3499999999999,SUCCESS
0,1,372,p1,1,151.79999999999998,FAILED_PRICE
0,1,372,p2,1,234.6,FAILED_PRICE
0,1,372,p3,1,420.9,FAILED_PRICE
0,1,372,p4,1,539.3499999999999,FAILED_PRICE
0,2,307,p4,1,563.5,SUCCESS
0,0,453,p1,1,196.64999999999998,FAILED_PRICE
0,0,453,p2,1,259.9,FAILED_PRICE
0,0,453,p3,1,380.65,FAILED_PRICE
0,0,453,p4,1,526.6999999999999,FAILED_PRICE
0,1,425,p1,1,151.79999999999998,FAILED_PRICE
0,1,425,p2,1,234.6,FAILED_PRICE
0,1,425,p3,1,420.9,FAILED_PRICE
0,1,425,p4,1,539.3499999999999,FAILED_PRICE
0,1,324,p4,1,539.3499999999999,SUCCESS
0,2,19,p2,1,241.49999999999997,SUCCESS
1,2,328,p1,1,182.85,FAILED_PRICE
1,2,328,p2,1,241.49999999999997,FAILED_PRICE
1,2,328,p3,1,446.2,FAILED_PRICE
1,2,328,p4,1,563.5,FAILED_PRICE
1,2,404,p1,1,182.85,FAILED_PRICE
1,2,404,p2,1,241.49999999999997,FAILED_PRICE
1,2,404,p3,1,446.2,FAILED_PRICE
1,2,404,p4,1,563.5,FAILED_PRICE
1,0,15,p2,1,259.9,SUCCESS
1,0,34,p2,1,259.9,SUCCESS
1,1,115,p4,1,539.3499999999999,SUCCESS
1,1,236,p4,1,539.3499999999999,SUCCESS
1,1,59,p2,1,234.6,SUCCESS
1,1,157,p4,1,539.3499999999999,SUCCESS
1,2,136,p4,1,563.5,SUCCESS
1,3,244,p4,1,538.1999999999999,SUCCESS
1,4,155,p4,1,509.45,SUCCESS
1,0,116,p4,1,526.6999999999999,SUCCESS
1,3,297,p4,1,538.1999999999999,SUCCESS
2,1,187,p4,1,539.3499999999999,SUCCESS
2,0,253,p4,1,526.6999999999999,SUCCESS
2,4,5,p2,1,250.7,SUCCESS
2,2,123,p4,1,563.5,SUCCESS
2,2,25,p2,1,241.49999999999997,SUCCESS
2,3,320,p4,1,538.1999999999999,SUCCESS
2,1,288,p4,1,539.3499999999999,SUCCESS
2,0,390,p1,1,196.64999999999998,FAILED_PRICE
2,0,390,p2,1,259.9,FAILED_PRICE
2,0,390,p3,1,380.65,FAILED_PRICE
2,0,390,p4,1,526.6999999999999,FAILED_PRICE
2,1,251,p4,1,539.3499999999999,SUCCESS
2,0,145,p4,1,526.6999999999999,SUCCESS
2,1,401,p1,1,151.79999999999998,FAILED_PRICE
2,1,401,p2,1,234.6,FAILED_PRICE
2,1,401,p3,1,420.9,FAILED_PRICE
2,1,401,p4,1,539.3499999999999,FAILED_PRICE
2,3,177,p4,1,538.1999999999999,SUCCESS
2,2,239,p4,1,563.5,SUCCESS
3,3,104,p4,1,538.1999999999999,SUCCESS
3,3,308,p4,1,538.1999999999999,SUCCESS
3,1,420,p1,1,151.79999999999998,FAILED_PRICE
3,1,420,p2,1,234.6,FAILED_PRICE
3,1,420,p3,1,420.9,FAILED_PRICE
3,1,420,p4,1,539.3499999999999,FAILED_PRICE
3,2,30,p2,1,241.49999999999997,SUCCESS
3,2,292,p4,1,563.5,SUCCESS
3,4,206,p4,1,509.45,SUCCESS
3,0,282,p4,1,526.6999999999999,SUCCESS
3,1,476,p1,1,151.79999999999998,FAILED_PRICE
3,1,476,p2,1,234.6,FAILED_PRICE
3,1,476,p3,1,420.9,FAILED_PRICE
3,1,476,p4,1,539.3499999999999,FAILED_PRICE
3,0,269,p4,1,526.6999999999999,SUCCESS
3,2,74,p2,1,241.49999999999997,SUCCESS
3,0,310,p4,1,526.6999999999999,SUCCESS
3,1,44,p2,1,234.6,SUCCESS
3,1,26,p2,1,234.6,SUCCESS
4,4,148,p4,1,509.45,SUCCESS
4,3,390,p1,1,186.29999999999998,FAILED_PRICE
4,3,390,p2,1,232.29999999999998,FAILED_PRICE
4,3,390,p3,1,394.45,FAILED_PRICE
4,3,390,p4,1,538.1999999999999,FAILED_PRICE
4,0,341,p1,1,196.64999999999998,FAILED_PRICE
4,0,341,p2,1,259.9,FAILED_PRICE
4,0,341,p3,1,380.65,FAILED_PRICE
4,0,341,p4,1,526.6999999999999,FAILED_PRICE
4,1,340,p1,1,151.79999999999998,FAILED_PRICE
4,1,340,p2,1,234.6,FAILED_PRICE
4,1,340,p3,1,420.9,FAILED_PRICE
4,1,340,p4,1,539.3499999999999,FAILED_PRICE
4,1,496,p1,1,151.79999999999998,FAILED_PRICE
4,1,496,p2,1,234.6,FAILED_PRICE
4,1,496,p3,1,420.9,FAILED_PRICE
